,G1,G2,G3,G4,G5,G6,G7,Wa1,Wa2,Wi1,Wi2,Wi3,I,S1,S2,Tw,Tr,L,R,E,AC,D1,D2
4660,315,3.3,2.9,3.8,8,4,0.54,NC,0.25,1.27,0.81,0.67,0.63,3,0.28,0.0,0.03,I,1,102.12,15.01,0.710391363,NP
4661,135,4.0,3.7,3.9,8,7,0.61,NC,0.4,5.17,0.32,0.78,1.69,3,1.21,0.0,0.02,I,1,108.18,36.81,1.0,NP
4662,270,3.7,1.6,4.6,4,3,0.49,LC,0.3,4.4,0.38,0.58,1.54,3,1.08,0.0,0.04,I,1,109.82,28.87,1.0,NP
4663,225,2.9,2.1,4.0,6,6,0.27,BR,0.3,4.22,0.33,0.5,1.98,3,1.47,0.0,0.03,I,1,111.34,62.96,0.691056911,NP
4664,180,1.6,3.9,4.4,7,7,0.33,LC,0.3,4.04,0.57,0.63,0.51,3,0.16,0.0,0.02,I,1,105.39,3.6,1.0,NP
4665,270,1.9,2.5,4.2,9,3,0.56,LC,0.35,1.61,0.27,0.74,1.84,3,1.35,0.0,0.01,I,1,111.32,43.24,1.0,NP
4666,90,2.8,1.7,4.9,5,2,0.15,NC,0.35,4.65,0.39,0.67,1.48,3,1.02,0.0,0.04,I,1,129.18,48.16,0.129476584,P
4667,45,2.0,2.6,2.9,8,4,0.19,NC,0.4,0.69,0.77,0.83,0.36,3,0.04,0.0,0.03,I,1,103.78,4.34,0.515837104,P
4668,270,1.8,2.0,4.1,7,3,0.69,HC,0.3,3.83,0.72,0.56,1.91,3,1.4,0.0,0.03,I,1,112.8,34.16,1.0,NP
4669,90,3.5,3.9,3.2,9,5,0.3,BR,0.35,3.51,0.47,0.42,1.14,3,0.72,0.0,0.05,I,1,115.12,38.91,0.211932995,P
4670,45,3.8,3.3,3.7,5,2,0.5,LC,0.3,3.19,0.84,0.52,0.89,3,0.5,0.0,0.01,I,1,111.66,28.29,0.206358974,P
4671,45,3.4,3.0,3.1,6,2,0.73,LC,0.25,2.42,0.48,0.54,1.67,3,1.19,0.0,0.04,I,1,112.39,49.53,0.260814571,P
4672,135,2.3,3.5,2.8,9,6,0.26,NC,0.25,0.96,0.55,0.46,0.8,3,0.42,0.0,0.02,I,1,102.99,26.3,0.44057971,P
4673,135,2.5,3.2,3.3,7,1,0.22,NC,0.2,3.44,0.52,0.62,1.35,3,0.91,0.0,0.02,I,1,122.26,35.54,0.1367023,P
4674,180,2.2,2.1,3.4,6,4,0.38,BR,0.35,2.6,0.42,0.8,1.08,3,0.67,0.0,0.02,I,1,103.8,29.48,1.0,NP
4675,225,1.7,2.8,4.5,4,5,0.11,HC,0.35,2.88,0.62,0.86,0.97,3,0.57,0.0,0.03,I,1,115.8,34.71,0.441322314,P
4676,45,2.7,2.3,4.8,7,5,0.64,NC,0.35,2.12,0.77,0.74,1.22,3,0.8,0.0,0.03,I,1,108.61,26.43,1.0,NP
4677,225,3.1,3.5,4.9,5,3,0.66,LC,0.2,4.87,0.69,0.71,0.69,3,0.33,0.0,0.05,I,1,103.18,11.31,1.0,NP
4678,180,3.2,1.8,3.5,10,6,0.45,HC,0.25,2.01,0.63,0.87,0.45,3,0.11,0.0,0.04,I,1,102.9,3.93,1.0,NP
4679,0,2.6,2.5,4.3,10,1,0.4,LC,0.25,1.51,0.68,0.45,1.29,3,0.85,0.0,0.05,I,1,114.53,62.24,0.228491397,P
4680,135,2.9,3.3,3.5,4,3,0.24,NC,0.25,0.84,0.38,0.85,1.42,1,0.0,0.03,0.0,I,1,108.34,34.55,0.405398111,P
4681,45,2.7,2.2,4.7,5,3,0.2,NC,0.3,1.78,0.49,0.58,1.08,1,0.0,0.01,0.0,I,1,109.15,31.07,0.526107942,NP
4682,270,1.7,2.8,4.2,9,7,0.26,NC,0.3,4.22,0.27,0.42,0.81,1,0.0,0.04,0.0,I,1,103.71,32.96,1.0,NP
4683,225,2.3,3.7,4.6,9,2,0.43,HC,0.35,1.14,0.76,0.64,0.41,1,0.0,0.0,0.0,I,1,106.47,9.59,0.452968037,NP
4684,90,3.5,3.7,3.2,6,3,0.57,LC,0.35,3.51,0.78,0.49,0.68,1,0.0,0.04,0.0,I,1,105.85,10.91,0.424260473,NP
4685,180,3.8,2.4,3.8,10,4,0.37,LC,0.3,1.57,0.86,0.62,1.02,1,0.0,0.02,0.0,I,1,110.16,20.57,0.411631206,NP
4686,270,1.7,3.0,3.0,9,1,0.47,HC,0.2,0.91,0.62,0.87,1.9,1,0.0,0.02,0.0,I,1,114.42,35.53,0.2932717,NP
4687,90,2.4,2.3,3.0,7,5,0.39,LC,0.2,3.71,0.32,0.57,1.68,1,0.0,0.01,0.0,I,1,108.34,35.37,0.491252955,P
4688,315,3.1,4.0,4.6,6,4,0.69,BR,0.25,4.19,0.45,0.41,2.01,1,0.0,0.04,0.0,I,1,114.12,32.56,0.998754928,NP
4689,90,1.8,3.6,3.7,6,4,0.73,BR,0.4,4.77,0.52,0.47,0.39,1,0.0,0.05,0.0,I,1,100.81,17.07,1.0,NP
4690,45,2.1,2.8,4.8,7,7,0.51,NC,0.4,2.03,0.81,0.8,1.78,1,0.0,0.03,0.0,I,1,126.94,11.45,1.0,NP
4691,270,1.5,2.6,3.1,7,7,0.17,LC,0.2,5.31,0.69,0.54,0.61,1,0.0,0.01,0.0,I,1,103.24,17.93,0.838404327,P
4692,0,3.5,2.4,3.4,8,2,0.56,HC,0.35,2.49,0.66,0.46,1.41,1,0.0,0.02,0.0,I,1,117.76,27.62,0.209374036,P
4693,180,3.2,3.0,3.3,6,5,0.71,LC,0.25,2.33,0.4,0.67,1.58,1,0.0,0.04,0.0,I,1,105.9,28.15,0.656174334,NP
4694,90,2.7,1.7,4.3,5,1,0.53,NC,0.25,3.99,0.7,0.73,0.91,1,0.0,0.05,0.0,I,1,106.74,14.21,0.906232133,NP
4695,0,3.1,3.3,3.4,5,5,0.15,LC,0.4,4.41,0.6,0.7,1.51,1,0.0,0.04,0.0,I,1,115.82,33.9,0.237074401,P
4696,180,3.3,1.6,3.9,4,4,0.67,NC,0.3,2.83,0.31,0.75,0.52,1,0.0,0.05,0.0,I,1,98.91,20.3,1.0,NP
4697,180,1.9,2.1,4.5,10,2,0.63,HC,0.3,4.65,0.64,0.5,1.24,1,0.0,0.02,0.0,I,1,114.68,29.84,0.640079103,NP
4698,225,2.4,3.1,4.0,8,6,0.45,NC,0.35,5.08,0.83,0.68,1.18,1,0.0,0.0,0.0,I,1,111.12,15.9,1.0,NP
4699,225,3.9,1.5,5.0,9,5,0.29,NC,0.25,1.35,0.46,0.52,0.78,1,0.0,0.0,0.0,I,1,106.73,24.63,0.699955217,NP
4700,45,3.6,3.4,2.8,7,6,0.61,LC,0.3,3.45,0.56,0.61,1.88,1,0.0,0.03,0.0,I,1,107.75,26.02,0.651040572,NP
4701,135,2.1,3.9,4.9,6,5,0.11,NC,0.25,2.9,0.74,0.83,1.72,1,0.0,0.03,0.0,I,1,120.02,40.56,0.317389927,P
4702,135,3.8,1.9,4.2,8,2,0.34,BR,0.35,1.92,0.35,0.84,0.98,1,0.0,0.03,0.0,I,1,114.05,35.18,0.241441441,NP
4703,315,2.6,2.6,4.0,8,6,0.32,BR,0.3,3.27,0.55,0.76,1.29,1,0.0,0.02,0.0,I,1,108.07,29.83,0.999231065,NP
4704,225,2.9,2.0,3.6,5,3,0.22,LC,0.35,2.67,0.43,0.79,0.58,1,0.0,0.01,0.0,I,1,100.81,22.84,0.847503374,P
4705,315,2.4,2.7,4.3,6,7,0.19,BR,0.3,5.1,0.64,0.73,0.83,1,0.0,0.02,0.0,I,1,104.98,21.87,1.0,NP
4706,270,2.9,1.8,4.8,10,4,0.56,LC,0.25,1.49,0.47,0.85,1.51,1,0.0,0.04,0.0,I,1,111.42,35.34,1.0,NP
4707,180,1.7,2.5,3.2,7,5,0.59,LC,0.35,3.49,0.28,0.57,0.7,1,0.0,0.04,0.0,I,1,100.8,24.16,0.781076067,NP
4708,135,1.9,2.8,3.3,6,4,0.28,HC,0.3,1.64,0.68,0.69,1.97,1,0.0,0.04,0.0,I,1,110.58,31.12,0.904668305,NP
4709,225,1.6,1.9,3.6,5,3,0.46,BR,0.4,3.2,0.78,0.79,1.26,1,0.0,0.04,0.0,I,1,109.09,17.64,1.0,NP
4710,45,2.3,2.5,4.6,8,6,0.53,HC,0.35,0.99,0.37,0.4,1.08,1,0.0,0.01,0.0,I,1,109.2,17.85,1.0,NP
4711,180,2.1,1.6,4.3,5,4,0.42,HC,0.3,3.97,0.81,0.51,0.53,1,0.0,0.02,0.0,I,1,108.52,5.36,1.0,NP
4712,45,3.5,3.4,4.9,9,2,0.7,LC,0.25,4.45,0.54,0.82,0.44,1,0.0,0.03,0.0,I,1,102.82,19.65,0.511572572,NP
4713,0,2.7,3.6,3.1,9,6,0.25,NC,0.35,2.41,0.45,0.63,0.62,1,0.0,0.02,0.0,I,1,103.27,22.13,0.549827265,P
4714,135,2.5,2.3,3.7,8,2,0.13,LC,0.3,0.69,0.62,0.46,0.97,1,0.0,0.03,0.0,I,1,121.29,30.09,0.068480726,P
4715,45,3.1,3.0,4.7,10,6,0.4,NC,0.35,4.25,0.58,0.89,1.61,1,0.0,0.03,0.0,I,1,113.19,28.51,1.0,NP
4716,225,3.3,3.8,3.4,4,2,0.22,NC,0.4,2.92,0.86,0.71,1.17,1,0.0,0.03,0.0,I,1,116.17,28.6,0.149538462,P
4717,225,3.9,3.9,2.8,7,5,0.33,NC,0.2,2.64,0.31,0.47,1.37,1,0.0,0.05,0.0,I,1,115.27,33.37,0.229381009,P
4718,90,3.4,3.3,4.1,5,1,0.64,LC,0.25,2.19,0.43,0.62,1.88,1,0.0,0.02,0.0,I,1,113.27,34.92,0.370149254,P
4719,270,3.8,2.0,3.9,7,3,0.74,LC,0.2,4.73,0.71,0.56,1.77,1,0.0,0.02,0.0,I,1,118.33,14.29,1.0,NP
4720,0,2.3,1.5,3.1,8,3,0.52,HC,0.35,3.3,0.31,0.44,1.3,1,0.0,0.04,0.0,I,1,104.3,33.37,1.0,NP
4721,45,3.0,2.2,3.2,8,3,0.13,NC,0.3,1.02,0.64,0.41,0.77,1,0.0,0.05,0.0,I,1,116.23,21.79,0.084351596,P
4722,135,3.6,3.7,4.5,9,6,0.65,LC,0.3,2.67,0.41,0.72,1.59,1,0.0,0.01,0.0,I,1,110.78,27.72,1.0,NP
4723,225,1.6,2.5,4.9,6,5,0.28,HC,0.25,2.16,0.8,0.55,1.24,1,0.0,0.03,0.0,I,1,112.96,22.13,0.720210665,NP
4724,180,2.6,3.0,3.4,8,7,0.3,BR,0.35,0.76,0.72,0.48,1.11,1,0.0,0.02,0.0,I,1,109.57,14.27,0.812562313,NP
4725,135,2.6,3.2,4.0,9,6,0.35,HC,0.4,4.06,0.51,0.86,1.46,1,0.0,0.01,0.0,I,1,108.79,29.18,1.0,NP
4726,225,3.2,2.4,4.8,5,5,0.66,LC,0.3,4.49,0.86,0.54,0.84,1,0.0,0.02,0.0,I,1,112.29,11.15,0.895643364,NP
4727,135,2.8,3.4,3.0,5,5,0.37,NC,0.4,5.25,0.75,0.61,1.91,1,0.0,0.04,0.0,I,1,112.04,28.38,0.385345997,P
4728,270,3.0,1.9,4.4,10,4,0.47,LC,0.35,2.04,0.48,0.62,1.43,1,0.0,0.03,0.0,I,1,110.51,36.32,0.693082913,P
4729,45,2.2,2.1,4.7,8,3,0.17,BR,0.4,5.03,0.59,0.81,0.54,1,0.0,0.05,0.0,I,1,104.07,26.25,0.859330686,P
4730,90,2.4,4.0,3.9,7,5,0.22,NC,0.25,4.38,0.45,0.82,0.63,1,0.0,0.03,0.0,I,1,105.72,28.97,0.429302451,P
4731,90,3.4,2.8,4.0,9,2,0.61,NC,0.3,2.77,0.37,0.77,2.01,1,0.0,0.04,0.0,I,1,112.86,43.08,0.360922659,P
4732,180,2.1,2.4,3.5,4,2,0.15,LC,0.3,1.81,0.28,0.73,0.44,1,0.0,0.03,0.0,I,1,108.58,18.87,0.183705241,P
4733,270,3.6,2.7,4.2,5,2,0.41,HC,0.35,4.85,0.7,0.66,1.68,1,0.0,0.04,0.0,I,1,118.39,37.44,0.219505714,P
4734,315,1.9,3.6,3.3,4,7,0.53,LC,0.25,3.16,0.34,0.69,1.08,1,0.0,0.03,0.0,I,1,101.63,23.27,1.0,NP
4735,225,1.9,2.9,4.1,6,4,0.72,BR,0.35,1.38,0.6,0.46,0.94,1,0.0,0.05,0.0,I,1,112.27,7.77,1.0,NP
4736,180,3.8,3.4,4.6,6,3,0.26,LC,0.25,2.33,0.81,0.74,1.72,1,0.0,0.03,0.0,I,1,114.58,37.17,0.452139303,P
4737,45,3.4,1.8,3.8,9,1,0.46,LC,0.2,3.83,0.43,0.89,0.35,1,0.0,0.02,0.0,I,1,100.7,20.4,0.62771855,P
4738,90,4.0,1.7,3.6,7,6,0.7,NC,0.25,1.17,0.54,0.5,0.71,1,0.0,0.01,0.0,I,1,107.71,5.41,1.0,NP
4739,315,1.7,3.8,2.9,6,1,0.58,NC,0.2,3.65,0.68,0.57,1.85,1,0.0,0.02,0.0,I,1,117.62,32.83,0.18020202,P
4740,225,2.1,2.5,4.4,8,5,0.52,LC,0.35,4.25,0.8,0.72,1.54,2,0.69,0.04,0.0,I,1,112.97,25.54,0.947237432,NP
4741,270,1.8,1.6,3.8,10,2,0.37,LC,0.35,3.93,0.39,0.49,1.55,2,1.34,0.02,0.0,I,1,118.26,41.61,0.282949309,P
4742,45,3.1,2.3,4.9,7,2,0.28,LC,0.35,1.97,0.83,0.52,1.44,2,0.64,0.03,0.0,I,1,123.78,37.39,0.181056466,P
4743,45,3.0,2.9,4.9,6,1,0.71,LC,0.4,5.27,0.85,0.48,0.59,2,0.81,0.04,0.0,I,1,105.54,18.19,0.43681237,P
4744,135,3.7,3.7,3.9,7,2,0.18,NC,0.3,3.78,0.31,0.77,1.31,2,0.74,0.01,0.0,I,1,120.84,35.28,0.144867705,P
4745,90,2.0,1.9,4.6,5,3,0.3,NC,0.2,2.5,0.57,0.78,1.71,2,0.5,0.0,0.0,I,1,112.49,33.17,1.0,NP
4746,45,2.1,3.1,3.0,8,4,0.18,HC,0.35,4.72,0.62,0.58,1.89,2,1.13,0.04,0.0,I,1,115.97,36.23,0.327069172,P
4747,0,3.4,2.5,4.0,5,1,0.31,LC,0.25,5.12,0.55,0.81,0.89,2,0.86,0.05,0.0,I,1,110.99,33.99,0.302771855,P
4748,270,2.6,3.6,4.4,10,7,0.5,BR,0.25,3.32,0.72,0.75,0.72,2,0.6,0.01,0.0,I,1,106.76,15.71,1.0,NP
4749,225,3.3,3.3,3.3,6,2,0.73,LC,0.2,2.59,0.27,0.85,0.47,2,1.27,0.03,0.0,I,1,101.54,27.97,0.37443787,NP
4750,45,4.0,3.2,4.7,8,5,0.47,NC,0.25,3.48,0.35,0.56,1.38,2,1.18,0.01,0.0,I,1,108.84,41.96,0.561583283,NP
4751,270,3.8,3.0,4.5,5,4,0.61,BR,0.2,0.68,0.32,0.55,1.97,2,0.98,0.05,0.0,I,1,110.33,42.47,0.642259887,P
4752,315,1.7,3.8,2.8,6,7,0.7,NC,0.25,2.9,0.78,0.41,0.97,2,0.1,0.0,0.0,I,1,112.96,5.92,1.0,NP
4753,225,1.5,3.3,4.7,8,3,0.45,HC,0.3,1.28,0.63,0.64,1.65,2,0.22,0.02,0.0,I,1,114.54,33.39,0.664190981,NP
4754,225,2.6,2.0,3.5,9,4,0.12,LC,0.3,4.8,0.52,0.67,1.24,2,0.47,0.03,0.0,I,1,117.94,35.12,0.206636501,P
4755,45,3.5,2.7,3.4,9,6,0.4,NC,0.25,1.9,0.7,0.68,0.42,2,1.42,0.02,0.0,I,1,102.08,17.01,0.718348373,NP
4756,315,2.5,1.7,3.7,9,4,0.67,NC,0.3,1.11,0.39,0.88,1.2,2,1.02,0.01,0.0,I,1,105.36,30.38,1.0,NP
4757,135,3.2,1.7,4.3,7,2,0.22,HC,0.3,3.19,0.46,0.6,0.8,2,0.3,0.03,0.0,I,1,117.79,30.75,0.152477152,P
4758,180,3.4,3.5,3.1,5,6,0.15,HC,0.4,1.61,0.65,0.8,1.79,2,1.09,0.01,0.0,I,1,114.22,33.75,0.383949816,P
4759,135,2.3,2.1,3.7,4,4,0.23,HC,0.35,4.2,0.6,0.63,0.61,2,1.29,0.02,0.0,I,1,104.78,23.96,0.470460705,NP
4760,90,2.9,2.6,3.2,7,6,0.59,LC,0.35,4.56,0.46,0.43,1.12,2,0.43,0.03,0.0,I,1,104.29,25.72,0.740282078,NP
4761,180,2.7,4.0,4.1,9,5,0.34,NC,0.4,0.91,0.69,0.7,0.84,2,0.93,0.01,0.0,I,1,107.83,25.7,0.517793169,P
4762,135,2.3,2.2,4.1,5,6,0.56,LC,0.3,2.26,0.75,0.46,1.85,2,0.2,0.03,0.0,I,1,117.16,14.32,1.0,NP
4763,180,3.9,3.4,2.9,8,3,0.42,BR,0.35,2.92,0.42,0.85,1.07,2,1.45,0.04,0.0,I,1,106.44,34.68,0.459779027,P
4764,180,1.7,2.1,3.4,4,6,0.63,BR,0.25,1.41,0.48,0.51,0.38,2,0.33,0.05,0.0,I,1,105.02,3.07,1.0,NP
4765,135,3.8,1.7,4.0,10,3,0.35,BR,0.35,2.54,0.31,0.54,1.35,2,0.91,0.03,0.0,I,1,106.26,40.06,1.0,NP
4766,270,1.6,2.8,4.8,8,6,0.48,HC,0.35,4.55,0.33,0.82,0.37,2,0.04,0.02,0.0,I,1,101.17,24.84,1.0,NP
4767,135,2.3,1.8,4.3,9,2,0.59,LC,0.25,5.3,0.81,0.74,0.75,2,0.38,0.02,0.0,I,1,108.22,25.64,0.563809524,NP
4768,90,2.4,2.2,3.1,10,4,0.12,NC,0.35,1.57,0.76,0.79,0.46,2,0.13,0.03,0.0,I,1,112.46,18.8,0.239485403,P
4769,180,3.3,3.4,4.6,9,7,0.72,LC,0.25,1.79,0.44,0.46,0.83,2,0.45,0.02,0.0,I,1,108.31,14.51,1.0,NP
4770,45,3.6,3.8,3.1,7,6,0.43,HC,0.2,2.01,0.5,0.64,0.65,2,0.29,0.02,0.0,I,1,102.3,20.01,0.587230047,NP
4771,315,3.5,3.0,4.5,7,2,0.5,NC,0.3,4.28,0.73,0.86,1.23,2,0.8,0.04,0.0,I,1,110.79,36.41,0.368705478,P
4772,225,1.9,2.0,3.8,7,5,0.53,NC,0.25,4.74,0.64,0.61,1.56,2,1.1,0.05,0.0,I,1,109.29,31.48,0.893970894,NP
4773,45,3.2,3.9,3.5,6,4,0.24,NC,0.25,2.95,0.67,0.84,1.82,2,1.33,0.04,0.0,I,1,112.76,37.92,0.431045145,P
4774,270,1.7,3.2,4.1,8,2,0.16,LC,0.35,1.1,0.41,0.49,1.77,2,1.28,0.04,0.0,I,1,124.39,41.39,0.127946128,P
4775,45,2.8,2.4,3.6,4,6,0.19,NC,0.25,2.52,0.83,0.71,1.91,2,1.4,0.04,0.0,I,1,110.99,35.45,0.596131528,P
4776,180,2.6,1.6,2.8,6,1,0.28,BR,0.4,4.03,0.56,0.42,1.1,2,0.69,0.01,0.0,I,1,115.47,26.81,0.189753321,P
4777,180,4.0,3.0,4.9,5,5,0.38,HC,0.3,3.73,0.6,0.58,0.98,2,0.59,0.05,0.0,I,1,107.46,31.55,0.533791032,NP
4778,225,3.0,3.7,3.3,6,4,0.7,LC,0.4,3.33,0.37,0.52,1.67,2,1.19,0.01,0.0,I,1,105.15,36.88,0.717436731,NP
4779,0,2.2,2.6,4.3,5,3,0.65,BR,0.3,0.83,0.55,0.68,1.28,2,0.85,0.03,0.0,I,1,106.8,28.5,1.0,NP
4780,315,3.8,2.1,4.7,9,4,0.27,NC,0.2,3.71,0.5,0.69,1.33,2,0.89,0.05,0.0,I,1,115.15,41.23,0.396747967,P
4781,180,1.9,3.0,3.6,5,1,0.53,NC,0.25,1.36,0.44,0.75,1.57,2,1.1,0.02,0.0,I,1,113.77,37.24,0.313330279,P
4782,225,2.7,3.9,4.6,4,1,0.41,BR,0.35,5.32,0.3,0.86,0.66,2,0.3,0.02,0.0,I,1,106.22,31.24,0.303111982,NP
4783,315,2.0,3.4,2.8,9,4,0.48,NC,0.35,1.01,0.54,0.55,1.68,2,1.2,0.04,0.0,I,1,106.96,32.96,0.814389591,NP
4784,45,3.3,1.5,2.9,8,6,0.67,NC,0.2,4.42,0.65,0.73,0.9,2,0.52,0.05,0.0,I,1,104.55,16.71,1.0,NP
4785,45,3.7,1.7,4.8,7,7,0.2,LC,0.35,4.97,0.67,0.87,1.06,2,0.65,0.03,0.0,I,1,107.86,30.24,1.0,NP
4786,270,2.9,1.8,4.0,7,3,0.34,BR,0.25,4.25,0.51,0.77,1.82,2,1.33,0.02,0.0,I,1,109.94,39.09,1.0,NP
4787,45,1.7,2.7,3.9,10,5,0.11,LC,0.25,0.88,0.6,0.63,1.46,2,1.0,0.02,0.0,I,1,118.85,38.15,0.264722699,P
4788,0,3.4,2.4,3.1,5,2,0.32,LC,0.3,2.04,0.74,0.43,0.47,2,0.13,0.03,0.0,I,1,114.66,10.91,0.117497618,P
4789,135,2.3,2.3,4.0,6,5,0.64,NC,0.3,3.64,0.4,0.47,2.02,2,1.5,0.05,0.0,I,1,110.18,40.06,0.79654321,NP
4790,90,3.3,2.0,4.5,6,2,0.56,NC,0.25,2.82,0.77,0.52,1.42,2,0.97,0.01,0.0,I,1,117.34,35.5,0.293491124,P
4791,270,4.0,3.1,4.4,8,4,0.52,LC,0.4,4.13,0.84,0.6,0.73,2,0.36,0.01,0.0,I,1,105.89,24.98,0.539738535,P
4792,180,2.4,3.8,4.2,9,6,0.23,HC,0.3,4.68,0.78,0.58,1.17,2,0.75,0.03,0.0,I,1,108.86,30.49,0.775035461,NP
4793,90,3.5,3.6,3.3,4,6,0.37,LC,0.3,3.08,0.47,0.72,0.83,2,0.45,0.01,0.0,I,1,101.16,27.04,0.621759543,P
4794,180,2.8,2.6,4.9,5,2,0.43,HC,0.35,2.65,0.71,0.82,0.55,2,0.2,0.04,0.0,I,1,105.93,20.53,0.467379679,NP
4795,90,1.8,2.9,3.5,9,3,0.16,BR,0.25,1.56,0.57,0.41,1.69,2,1.21,0.04,0.0,I,1,123.46,36.5,0.126315789,P
4796,135,3.1,2.2,3.7,8,7,0.71,NC,0.4,1.68,0.35,0.79,1.0,2,0.6,0.04,0.0,I,1,105.42,19.76,1.0,NP
4797,225,2.5,2.8,3.0,8,3,0.75,LC,0.3,2.5,0.36,0.54,1.91,2,1.4,0.04,0.0,I,1,105.94,38.46,0.73283859,NP
4798,225,1.6,3.4,3.4,6,5,0.19,LC,0.25,3.38,0.81,0.65,1.2,2,0.78,0.03,0.0,I,1,110.67,30.76,0.426576793,P
4799,135,2.1,3.8,4.3,7,3,0.6,HC,0.35,2.24,0.3,0.45,0.41,2,0.08,0.02,0.0,I,1,101.72,20.88,0.517723577,NP
4800,270,3.3,2.9,4.2,6,5,0.74,BR,0.35,2.22,0.44,0.61,0.92,3,0.51,0.0,0.0,I,1,104.48,25.4,0.830769231,NP
4801,180,3.3,1.9,3.3,8,2,0.42,HC,0.25,4.05,0.55,0.5,1.02,3,1.35,0.01,0.0,I,1,117.86,31.83,0.185446985,NP
4802,180,2.6,2.9,3.8,7,5,0.48,NC,0.35,2.05,0.53,0.56,1.88,3,1.33,0.04,0.0,I,1,110.37,39.7,0.599931201,NP
4803,45,1.7,1.6,3.0,9,1,0.51,NC,0.2,2.59,0.78,0.76,1.11,3,0.39,0.01,0.0,I,1,106.48,26.02,0.497556207,P
4804,90,3.1,3.0,3.9,9,2,0.54,NC,0.35,5.11,0.36,0.7,0.99,3,0.56,0.01,0.0,I,1,108.68,37.18,0.334537371,P
4805,315,3.1,1.8,4.5,5,7,0.3,HC,0.25,4.77,0.42,0.42,1.43,3,0.74,0.05,0.0,I,1,107.64,40.12,1.0,NP
4806,0,3.8,2.7,2.8,7,6,0.26,LC,0.4,1.41,0.84,0.75,2.01,3,0.35,0.02,0.0,I,1,110.88,33.51,0.482012579,P
4807,270,1.7,3.4,4.4,9,6,0.33,LC,0.35,2.47,0.4,0.41,1.8,3,1.21,0.01,0.0,I,1,109.88,46.84,0.982813207,NP
4808,45,3.5,2.5,4.9,8,3,0.55,HC,0.3,2.79,0.58,0.47,0.67,3,1.26,0.02,0.0,I,1,104.34,25.16,1.0,NP
4809,270,2.2,3.8,3.3,8,4,0.23,HC,0.25,1.1,0.69,0.49,1.15,3,0.63,0.04,0.0,I,1,115.38,32.71,0.32496124,P
4810,270,3.5,2.5,4.3,5,5,0.19,LC,0.2,1.35,0.31,0.45,1.23,3,1.43,0.04,0.0,I,1,120.86,36.8,0.248447205,NP
4811,315,2.8,1.6,3.6,6,4,0.13,BR,0.3,3.17,0.8,0.81,0.77,3,0.19,0.0,0.0,I,1,112.45,21.02,0.259824047,P
4812,225,2.0,3.2,4.7,10,2,0.39,NC,0.4,2.96,0.65,0.89,1.93,3,0.89,0.02,0.0,I,1,114.78,44.43,0.63980464,NP
4813,135,2.0,3.7,4.8,7,7,0.15,LC,0.3,3.34,0.33,0.83,0.81,3,0.12,0.03,0.0,I,1,103.7,36.52,1.0,NP
4814,45,1.6,2.3,4.1,4,4,0.62,LC,0.3,4.45,0.5,0.64,1.33,3,0.29,0.02,0.0,I,1,108.58,21.58,1.0,NP
4815,180,2.6,1.8,4.0,9,3,0.12,LC,0.3,0.7,0.6,0.78,1.48,3,1.06,0.01,0.0,I,1,121.12,40.52,0.431372549,P
4816,225,2.4,4.0,5.0,5,1,0.46,LC,0.35,3.81,0.48,0.72,0.39,3,0.83,0.03,0.0,I,1,106.56,23.53,0.311069216,NP
4817,135,2.3,2.3,4.6,8,6,0.58,BR,0.2,1.69,0.71,0.68,1.74,3,0.99,0.03,0.0,I,1,116.54,19.75,1.0,NP
4818,45,2.3,3.4,4.2,9,5,0.62,HC,0.25,4.63,0.84,0.55,0.56,3,0.25,0.03,0.0,I,1,107.8,13.11,0.75986733,NP
4819,225,3.9,3.8,3.1,5,4,0.72,NC,0.35,1.82,0.37,0.84,0.45,3,0.68,0.01,0.0,I,1,97.92,19.92,0.651601732,NP
4820,135,1.8,2.2,3.8,4,5,0.34,BR,0.4,4.23,0.28,0.53,1.67,3,0.47,0.04,0.0,I,1,107.66,40.58,0.619269103,P
4821,180,3.6,3.3,3.4,6,2,0.69,NC,0.25,5.25,0.63,0.66,0.51,3,1.13,0.05,0.0,I,1,105.5,22.85,0.30964247,NP
4822,90,3.7,2.1,3.2,6,3,0.38,NC,0.35,3.62,0.58,0.59,1.61,3,0.82,0.03,0.0,I,1,106.15,34.8,0.92014701,NP
4823,90,2.8,3.6,3.6,10,6,0.65,NC,0.3,3.95,0.73,0.86,1.4,3,1.46,0.05,0.0,I,1,106.11,31.13,1.0,NP
4824,0,2.9,2.7,3.1,7,3,0.23,LC,0.25,0.89,0.76,0.62,0.61,3,1.01,0.02,0.0,I,1,114.33,22.53,0.309169149,P
4825,225,2.9,2.3,4.2,7,2,0.67,LC,0.35,3.57,0.54,0.7,0.58,3,0.23,0.05,0.0,I,1,104.18,26.98,0.447563353,NP
4826,180,1.6,1.6,4.4,9,5,0.21,NC,0.35,2.58,0.43,0.51,0.45,3,0.12,0.01,0.0,I,1,104.5,19.97,0.612903226,P
4827,180,2.3,2.5,3.1,10,7,0.54,NC,0.3,5.0,0.8,0.65,1.3,3,0.87,0.02,0.0,I,1,107.16,23.75,1.0,NP
4828,90,1.9,3.1,2.9,8,6,0.53,BR,0.25,1.75,0.73,0.5,1.99,3,1.47,0.02,0.0,I,1,107.67,36.8,0.951262738,P
